Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1709059399930,0,0,0,0,0,0,0,0,28.052021026611328,26.557430267333984,23.35202407836914,20.251346588134766,10.053034782409668,6.975772857666016,4.397634506225586,2.957204580307007,7.869987487792969,8589934592,2147483648,6293929984,785383424
104,1709059399930,0,0,0,0,0,0,0,0,28.052021026611328,26.557430267333984,23.352022171020508,20.251346588134766,10.053040504455566,6.975772857666016,4.397634506225586,2.957204580307007,7.869987487792969,8589934592,2147483648,6294011904,785383424
104,1709059400035,0,0,0,0,0,0,0,0,28.052032470703125,26.557430267333984,23.352012634277344,20.251352310180664,10.053068161010742,6.975796222686768,4.397638320922852,2.957202196121216,7.869987487792969,8589934592,2147483648,6315737088,785383424
104,1709059400140,0,0,0,0,0,0,0,0,28.052034378051758,26.55741310119629,23.352006912231445,20.251344680786133,10.053068161010742,6.975825309753418,4.397634983062744,2.957200288772583,7.869987487792969,8589934592,2147483648,6261047296,785383424
104,1709059400245,0,0,0,0,0,0,0,0,28.052021026611328,26.55739402770996,23.35198974609375,20.25132942199707,10.053068161010742,6.975854873657227,4.397631645202637,2.957197904586792,7.869987487792969,8589934592,2147483648,6274744320,785383424
104,1709059400350,0,0,0,0,0,0,0,0,28.052005767822266,26.55738639831543,23.351972579956055,20.251314163208008,10.053123474121094,6.975863933563232,4.397628307342529,2.95719575881958,7.869987487792969,8589934592,2147483648,6273400832,785383424
104,1709059400455,0,0,0,0,0,0,0,0,28.051984786987305,26.5573673248291,23.35195541381836,20.251304626464844,10.053143501281738,6.975900173187256,4.397624969482422,2.957193613052368,8.042182922363281,8589934592,2147483648,6271942656,785383424
104,1709059400560,0,0,0,0,0,0,0,0,28.051963806152344,26.557350158691406,23.351943969726563,20.251291275024414,10.053150177001953,6.975951671600342,4.3976216316223145,2.9571914672851563,8.042182922363281,8589934592,2147483648,6269255680,785383424
104,1709059400665,0,0,0,0,0,0,0,0,28.051944732666016,26.557329177856445,23.351926803588867,20.25127601623535,10.053143501281738,6.976016044616699,4.397618770599365,2.9571893215179443,8.042182922363281,8589934592,2147483648,6269255680,785383424
104,1709059400770,0,0,0,0,0,0,0,0,28.051931381225586,26.55731773376465,23.351911544799805,20.25126075744629,10.053135871887207,6.9760942459106445,4.397615432739258,2.9571871757507324,8.042182922363281,8589934592,2147483648,6269255680,785383424
104,1709059400875,0,0,0,0,0,0,0,0,28.051916122436523,26.557296752929688,23.351892471313477,20.251245498657227,10.053191184997559,6.976095676422119,4.397612571716309,2.9571850299835205,8.042182922363281,8589934592,2147483648,6269255680,785383424
104,1709059400980,0,0,0,0,0,0,0,0,28.051895141601563,26.55727767944336,23.351886749267578,20.251230239868164,10.053254127502441,6.976090431213379,4.397609233856201,2.9571828842163086,8.042182922363281,8589934592,2147483648,6267043840,785383424
104,1709059401085,0,0,0,0,0,0,0,0,28.051876068115234,26.55726432800293,23.351877212524414,20.251222610473633,10.053322792053223,6.976085662841797,4.397605895996094,2.9571807384490967,8.042182922363281,8589934592,2147483648,6269517824,785383424
104,1709059401190,0,0,0,0,0,0,0,0,28.051862716674805,26.5572452545166,23.35186004638672,20.251209259033203,10.053337097167969,6.9761223793029785,4.397602558135986,2.9571785926818848,8.042182922363281,8589934592,2147483648,6281789440,785383424
104,1709059401295,0,0,0,0,0,0,0,0,28.051847457885742,26.55722427368164,23.351842880249023,20.25119400024414,10.053391456604004,6.976137161254883,4.397599220275879,2.957176446914673,8.042182922363281,8589934592,2147483648,6226149376,785383424
104,1709059401400,0,0,0,0,0,0,0,0,28.051836013793945,26.557218551635742,23.35182762145996,20.25118637084961,10.05343246459961,6.97615385055542,4.3975958824157715,2.957174301147461,9.992841720581055,8589934592,2147483648,6228590592,785383424
104,1709059401505,0,0,0,0,0,0,0,0,28.051815032958984,26.55719757080078,23.351810455322266,20.251171112060547,10.053452491760254,6.976176738739014,4.397593021392822,2.95717191696167,9.992841720581055,8589934592,2147483648,6231490560,785383424
104,1709059401610,0,0,0,0,0,0,0,0,28.051794052124023,26.557180404663086,23.35179901123047,20.251161575317383,10.053445816040039,6.976205825805664,4.397589683532715,2.957170009613037,9.992841720581055,8589934592,2147483648,6238863360,785383424
104,1709059401715,0,0,0,0,0,0,0,0,28.05177879333496,26.55716323852539,23.351781845092773,20.251148223876953,10.053452491760254,6.976235866546631,4.397586822509766,2.957167625427246,9.992841720581055,8589934592,2147483648,6238863360,785383424
104,1709059401820,0,0,0,0,0,0,0,0,28.0517578125,26.55714225769043,23.351764678955078,20.25113296508789,10.053452491760254,6.9762797355651855,4.397583484649658,2.9571657180786133,9.992841720581055,8589934592,2147483648,6238863360,785383424
104,1709059401925,0,0,0,0,0,0,0,0,28.0517578125,26.55712890625,23.351747512817383,20.25111961364746,10.053452491760254,6.976309299468994,4.397580623626709,2.9571633338928223,9.992841720581055,8589934592,2147483648,6238863360,785383424
104,1709059402030,0,0,0,0,0,0,0,0,28.051746368408203,26.557117462158203,23.351743698120117,20.2511043548584,10.053464889526367,6.976339340209961,4.397577285766602,2.9571614265441895,9.992841720581055,8589934592,2147483648,6184157184,785383424
104,1709059402135,0,0,0,0,0,0,0,0,28.0517578125,26.557111740112305,23.351734161376953,20.251094818115234,10.053486824035645,6.97634744644165,4.397580623626709,2.9571592807769775,9.992841720581055,8589934592,2147483648,6149062656,785383424
104,1709059402240,0,0,0,0,0,0,0,0,28.051746368408203,26.557100296020508,23.351730346679688,20.251089096069336,10.053513526916504,6.976370334625244,4.397584438323975,2.9571640491485596,9.992841720581055,8589934592,2147483648,6154469376,785383424
104,1709059402345,0,0,0,0,0,0,0,0,28.051753997802734,26.55710792541504,23.351728439331055,20.251087188720703,10.053520202636719,6.97637939453125,4.39758825302124,2.9571619033813477,9.992841720581055,8589934592,2147483648,6162776064,785383424
102,1709059402450,0,0,0,0,0,0,0,0,28.051774978637695,26.557117462158203,23.35172462463379,20.2510929107666,10.053526878356934,6.9763875007629395,4.397585391998291,2.9571597576141357,13.320093154907227,8589934592,2147483648,6104268800,785383424
