Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1709185177381,0,0,0,0,0,0,0,0,17.981910705566406,16.79426383972168,13.754022598266602,11.553974151611328,13.52361011505127,10.627516746520996,7.319173336029053,4.998254299163818,6.506270408630371,8589934592,0,4631920640,0
104,1709185177381,0,0,0,0,0,0,0,0,17.981901168823242,16.79426383972168,13.754022598266602,11.553966522216797,13.52361011505127,10.627516746520996,7.319169521331787,4.998251438140869,6.506270408630371,8589934592,0,4632363008,0
104,1709185177486,0,0,0,0,0,0,0,0,17.98191261291504,16.79416847229004,13.75394344329834,11.553901672363281,13.52397632598877,10.627625465393066,7.319128513336182,4.998223304748535,6.506270408630371,8589934592,0,4647206912,0
104,1709185177591,0,0,0,0,0,0,0,0,17.981809616088867,16.794118881225586,13.753914833068848,11.55383586883545,13.524182319641113,10.627735137939453,7.319083213806152,4.99819278717041,6.506270408630371,8589934592,0,4658724864,0
104,1709185177696,0,0,0,0,0,0,0,0,17.981752395629883,16.794015884399414,13.753828048706055,11.553764343261719,13.524669647216797,10.627669334411621,7.319042205810547,4.998164653778076,6.506270408630371,8589934592,0,4658642944,0
104,1709185177801,0,0,0,0,0,0,0,0,17.981639862060547,16.79391860961914,13.753750801086426,11.553698539733887,13.525205612182617,10.627609252929688,7.318996429443359,4.998133659362793,6.506270408630371,8589934592,0,4658642944,0
104,1709185177906,0,0,0,0,0,0,0,0,17.981536865234375,16.7938232421875,13.753673553466797,11.553627014160156,13.52523422241211,10.628049850463867,7.318955421447754,4.998105525970459,6.506270408630371,8589934592,0,4658642944,0
104,1709185178011,0,0,0,0,0,0,0,0,17.981481552124023,16.79377555847168,13.753586769104004,11.553611755371094,13.525721549987793,10.627984046936035,7.318910121917725,4.998075008392334,6.506270408630371,8589934592,0,4658642944,0
104,1709185178116,0,0,0,0,0,0,0,0,17.98137664794922,16.79368019104004,13.753557205200195,11.553546905517578,13.526257514953613,10.627923965454102,7.318869113922119,4.998046398162842,6.506270408630371,8589934592,0,4658642944,0
104,1709185178221,0,0,0,0,0,0,0,0,17.981264114379883,16.793575286865234,13.753479957580566,11.553474426269531,13.526744842529297,10.62785816192627,7.31882381439209,4.998015403747559,6.506270408630371,8589934592,0,4658642944,0
104,1709185178326,0,0,0,0,0,0,0,0,17.98120880126953,16.793479919433594,13.753402709960938,11.553409576416016,13.5272798538208,10.627799034118652,7.318782806396484,4.997987747192383,6.493143081665039,8589934592,0,4658642944,0
104,1709185178431,0,0,0,0,0,0,0,0,17.98110580444336,16.793373107910156,13.753315925598145,11.553337097167969,13.527710914611816,10.627738952636719,7.318793773651123,4.9979567527771,6.493143081665039,8589934592,0,4653907968,0
104,1709185178536,0,0,0,0,0,0,0,0,17.981000900268555,16.793325424194336,13.753238677978516,11.553272247314453,13.528029441833496,10.627673149108887,7.3189215660095215,4.997928619384766,6.493143081665039,8589934592,0,4659380224,0
104,1709185178641,0,0,0,0,0,0,0,0,17.981117248535156,16.793628692626953,13.75320816040039,11.553313255310059,13.528566360473633,10.627613067626953,7.318875789642334,4.997898101806641,6.493143081665039,8589934592,0,4668424192,0
104,1709185178746,0,0,0,0,0,0,0,0,17.981014251708984,16.793533325195313,13.753130912780762,11.553248405456543,13.528488159179688,10.6281099319458,7.3188347816467285,4.997869968414307,6.493143081665039,8589934592,0,4668424192,0
104,1709185178851,0,0,0,0,0,0,0,0,17.98090171813965,16.793485641479492,13.75310230255127,11.553176879882813,13.528800010681152,10.628218650817871,7.318789482116699,4.997838973999023,6.493143081665039,8589934592,0,4668424192,0
104,1709185178956,0,0,0,0,0,0,0,0,17.980798721313477,16.79339027404785,13.753024101257324,11.55311107635498,13.529006004333496,10.628434181213379,7.318800926208496,4.997811317443848,6.493143081665039,8589934592,0,4668424192,0
104,1709185179062,0,0,0,0,0,0,0,0,17.980762481689453,16.793397903442383,13.752945899963379,11.553101539611816,13.529090881347656,10.628600120544434,7.318759918212891,4.9977803230285645,6.493143081665039,8589934592,0,4668424192,0
104,1709185179166,0,0,0,0,0,0,0,0,17.98082160949707,16.79346466064453,13.752982139587402,11.553143501281738,13.529289245605469,10.628814697265625,7.318830490112305,4.99775505065918,6.493143081665039,8589934592,0,4668424192,0
104,1709185179271,0,0,0,0,0,0,0,0,17.98105239868164,16.79360580444336,13.753178596496582,11.553410530090332,13.529557228088379,10.629035949707031,7.319062232971191,4.997892379760742,6.493143081665039,8589934592,0,4668424192,0
104,1709185179376,0,0,0,0,0,0,0,0,17.98139762878418,16.793840408325195,13.753490447998047,11.553634643554688,13.52974796295166,10.629032135009766,7.319021224975586,4.997861385345459,11.443324089050293,8589934592,0,4668424192,0
105,1709185179482,0,0,0,0,0,0,0,0,17.981361389160156,16.793973922729492,13.753518104553223,11.553619384765625,13.529953002929688,10.62936019897461,7.319312572479248,4.997945785522461,11.443324089050293,8589934592,0,4760584192,0
104,1709185179587,0,0,0,0,0,0,0,0,17.98183250427246,16.79444694519043,13.753957748413086,11.554119110107422,13.530440330505371,10.629806518554688,7.319833278656006,4.998476028442383,11.443324089050293,8589934592,0,4853940224,0
101,1709185179692,0,0,0,0,0,0,0,0,17.982254028320313,16.794921875,13.754446983337402,11.554619789123535,13.530920028686523,10.630303382873535,7.320297718048096,4.998899936676025,11.443324089050293,8589934592,0,4864966656,0
104,1709185179794,0,0,0,0,0,0,0,0,17.982677459716797,16.795392990112305,13.754935264587402,11.555119514465332,13.53135871887207,10.630705833435059,7.320765972137451,4.9993767738342285,11.443324089050293,8589934592,0,4949245952,0
101,1709185179899,0,0,0,0,0,0,0,0,17.98314666748047,16.795867919921875,13.755424499511719,11.555619239807129,13.531611442565918,10.631083488464355,7.3211140632629395,4.999682903289795,11.443324089050293,8589934592,0,4993073152,0
104,1709185180001,0,0,0,0,0,0,0,0,17.983274459838867,16.795989990234375,13.75551700592041,11.555773735046387,13.531599998474121,10.631474494934082,7.3210768699646,4.99965763092041,11.443324089050293,8589934592,0,5025824768,0
104,1709185180106,0,0,0,0,0,0,0,0,17.983264923095703,16.7959041595459,13.755438804626465,11.555707931518555,13.53174114227295,10.631470680236816,7.3210320472717285,4.999626636505127,11.443324089050293,8589934592,0,5025824768,0
103,1709185180211,0,0,0,0,0,0,0,0,17.98316192626953,16.795846939086914,13.755401611328125,11.555643081665039,13.531665802001953,10.631404876708984,7.320990562438965,4.999598979949951,11.443324089050293,8589934592,0,5025824768,0
