Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1709189553849,0,0,0,0,0,0,0,0,17.9439754486084,16.77518653869629,13.710972785949707,11.52514934539795,13.292829513549805,10.48579216003418,7.278784275054932,4.9942731857299805,6.568149089813232,8589934592,0,4802854912,0
104,1709189553849,0,0,0,0,0,0,0,0,17.943965911865234,16.775177001953125,13.711007118225098,11.525144577026367,13.292823791503906,10.485833168029785,7.278781414031982,4.9942708015441895,6.568149089813232,8589934592,0,4803575808,0
104,1709189553954,0,0,0,0,0,0,0,0,17.944013595581055,16.775100708007813,13.710944175720215,11.525092124938965,13.293035507202148,10.485960960388184,7.278748035430908,4.994246006011963,6.568149089813232,8589934592,0,4820860928,0
104,1709189554059,0,0,0,0,0,0,0,0,17.94397735595703,16.775062561035156,13.710920333862305,11.525039672851563,13.293105125427246,10.486099243164063,7.278712272644043,4.994223594665527,6.568149089813232,8589934592,0,4835508224,0
104,1709189554164,0,0,0,0,0,0,0,0,17.94389533996582,16.774986267089844,13.710858345031738,11.524982452392578,13.293044090270996,10.486543655395508,7.278679370880127,4.994199275970459,6.523745059967041,8589934592,0,4835475456,0
104,1709189554269,0,0,0,0,0,0,0,0,17.943811416625977,16.77490234375,13.710835456848145,11.524930000305176,13.293023109436035,10.486948013305664,7.278642654418945,4.994176387786865,6.523745059967041,8589934592,0,4835508224,0
104,1709189554374,0,0,0,0,0,0,0,0,17.9437198638916,16.774824142456055,13.710766792297363,11.524872779846191,13.292963981628418,10.487347602844238,7.2786102294921875,4.994151592254639,6.523745059967041,8589934592,0,4835934208,0
104,1709189554479,0,0,0,0,0,0,0,0,17.94363784790039,16.77474021911621,13.710704803466797,11.524820327758789,13.293394088745117,10.487336158752441,7.278574466705322,4.994129180908203,6.523745059967041,8589934592,0,4835966976,0
104,1709189554584,0,0,0,0,0,0,0,0,17.943593978881836,16.7746639251709,13.710641860961914,11.524762153625488,13.293787956237793,10.487289428710938,7.278541564941406,4.994104385375977,6.523745059967041,8589934592,0,4835835904,0
104,1709189554689,0,0,0,0,0,0,0,0,17.943540573120117,16.774587631225586,13.710573196411133,11.524750709533691,13.294179916381836,10.487236976623535,7.278504848480225,4.994081497192383,6.523745059967041,8589934592,0,4835835904,0
104,1709189554794,0,0,0,0,0,0,0,0,17.943458557128906,16.77450180053711,13.71051025390625,11.524698257446289,13.294610023498535,10.487189292907715,7.278471946716309,4.9940571784973145,6.523745059967041,8589934592,0,4835835904,0
104,1709189554899,0,0,0,0,0,0,0,0,17.943376541137695,16.774425506591797,13.710442543029785,11.524641036987305,13.294550895690918,10.487503051757813,7.27848482131958,4.994034290313721,6.523745059967041,8589934592,0,4835901440,0
104,1709189555004,0,0,0,0,0,0,0,0,17.94333839416504,16.774425506591797,13.7103853225708,11.524593353271484,13.294937133789063,10.487456321716309,7.278493881225586,4.994009971618652,6.523745059967041,8589934592,0,4845584384,0
104,1709189555109,0,0,0,0,0,0,0,0,17.94338607788086,16.774494171142578,13.710448265075684,11.524580955505371,13.295328140258789,10.487403869628906,7.278457164764404,4.993987560272217,6.523745059967041,8589934592,0,4855201792,0
104,1709189555214,0,0,0,0,0,0,0,0,17.94330406188965,16.774417877197266,13.7103853225708,11.524529457092285,13.295761108398438,10.487356185913086,7.278424263000488,4.993962287902832,7.780117988586426,8589934592,0,4855365632,0
104,1709189555319,0,0,0,0,0,0,0,0,17.943222045898438,16.774377822875977,13.710323333740234,11.524471282958984,13.296146392822266,10.487349510192871,7.278388977050781,4.993940353393555,7.780117988586426,8589934592,0,4863950848,0
104,1709189555424,0,0,0,0,0,0,0,0,17.943140029907227,16.774385452270508,13.710299491882324,11.524418830871582,13.296313285827637,10.487483024597168,7.278356075286865,4.99391508102417,7.780117988586426,8589934592,0,4884725760,0
104,1709189555529,0,0,0,0,0,0,0,0,17.943132400512695,16.77434730529785,13.710230827331543,11.524361610412598,13.296381950378418,10.487701416015625,7.278319358825684,4.993892669677734,7.780117988586426,8589934592,0,4885135360,0
100,1709189555634,0,0,0,0,0,0,0,0,17.943140029907227,16.774370193481445,13.710305213928223,11.52444076538086,13.29645824432373,10.487874984741211,7.278332233428955,4.993913173675537,7.780117988586426,8589934592,0,4898996224,0
