Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1709176428989,0,0,0,0,0,0,0,0,19.086462020874023,17.80565643310547,14.729708671569824,12.514734268188477,14.115593910217285,10.969339370727539,7.23664665222168,4.977773666381836,6.5192461013793945,8589934592,0,4780474368,0
104,1709176428989,0,0,0,0,0,0,0,0,19.086441040039063,17.80565643310547,14.729708671569824,12.514719009399414,14.115593910217285,10.969436645507813,7.23664665222168,4.977768421173096,6.5192461013793945,8589934592,0,4780949504,0
104,1709176429094,0,0,0,0,0,0,0,0,19.08665657043457,17.805662155151367,14.729656219482422,12.514580726623535,14.115880012512207,10.969745635986328,7.236882209777832,4.977713584899902,6.5192461013793945,8589934592,0,4795564032,0
104,1709176429199,0,0,0,0,0,0,0,0,19.08664321899414,17.805665969848633,14.729809761047363,12.514649391174316,14.11614990234375,10.970175743103027,7.236802577972412,4.9776530265808105,6.5192461013793945,8589934592,0,4805001216,0
104,1709176429304,0,0,0,0,0,0,0,0,19.086429595947266,17.805599212646484,14.729645729064941,12.514511108398438,14.117084503173828,10.97005558013916,7.236722946166992,4.977598190307617,6.5192461013793945,8589934592,0,4805378048,0
104,1709176429409,0,0,0,0,0,0,0,0,19.086214065551758,17.805400848388672,14.72946548461914,12.514358520507813,14.118033409118652,10.969922065734863,7.236634731292725,4.977538108825684,6.5192461013793945,8589934592,0,4805410816,0
104,1709176429514,0,0,0,0,0,0,0,0,19.08597755432129,17.805273056030273,14.72939682006836,12.514220237731934,14.118983268737793,10.96980094909668,7.236546993255615,4.97748327255249,6.5192461013793945,8589934592,0,4805738496,0
104,1709176429619,0,0,0,0,0,0,0,0,19.085763931274414,17.80507469177246,14.729232788085938,12.514066696166992,14.120025634765625,10.969679832458496,7.236467361450195,4.977422714233398,6.515243053436279,8589934592,0,4805345280,0
104,1709176429724,0,0,0,0,0,0,0,0,19.085773468017578,17.80521011352539,14.729068756103516,12.514371871948242,14.120975494384766,10.969878196716309,7.236489772796631,4.977368354797363,6.515243053436279,8589934592,0,4811358208,0
104,1709176429829,0,0,0,0,0,0,0,0,19.085559844970703,17.805437088012695,14.728999137878418,12.51423168182373,14.121466636657715,10.970295906066895,7.236520290374756,4.977858543395996,6.515243053436279,8589934592,0,4811358208,0
