Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1709296736939,0,0,0,0,0,0,0,0,20.50411033630371,19.241744995117188,16.564786911010742,13.220882415771484,10.345844268798828,8.190051078796387,5.665897369384766,3.9125864505767822,6.644205093383789,8589934592,0,5483233280,0
104,1709296736939,0,0,0,0,0,0,0,0,20.50411033630371,19.241744995117188,16.564783096313477,13.220880508422852,10.345844268798828,8.190049171447754,5.665897369384766,3.912585973739624,6.644205093383789,8589934592,0,5483364352,0
104,1709296737044,0,0,0,0,0,0,0,0,20.504104614257813,19.241743087768555,16.564786911010742,13.220876693725586,10.345915794372559,8.19006633758545,5.665931224822998,3.9125804901123047,6.644205093383789,8589934592,0,5501485056,0
104,1709296737149,0,0,0,0,0,0,0,0,20.504087448120117,19.241714477539063,16.564762115478516,13.220855712890625,10.346057891845703,8.190068244934082,5.665923118591309,3.912574052810669,6.644205093383789,8589934592,0,5510021120,0
104,1709296737254,0,0,0,0,0,0,0,0,20.50405502319336,19.24168586730957,16.56473731994629,13.220836639404297,10.346187591552734,8.190055847167969,5.665914058685303,3.9125685691833496,6.644205093383789,8589934592,0,5509906432,0
104,1709296737359,0,0,0,0,0,0,0,0,20.5040225982666,19.241657257080078,16.56471061706543,13.220816612243652,10.346318244934082,8.190043449401855,5.665905952453613,3.912562131881714,6.644205093383789,8589934592,0,5509791744,0
104,1709296737464,0,0,0,0,0,0,0,0,20.50399398803711,19.241626739501953,16.564685821533203,13.220795631408691,10.346461296081543,8.190031051635742,5.665896415710449,3.9125566482543945,6.644205093383789,8589934592,0,5509791744,0
104,1709296737569,0,0,0,0,0,0,0,0,20.50396156311035,19.241609573364258,16.56466293334961,13.220776557922363,10.34644603729248,8.190163612365723,5.66588830947876,3.912550210952759,6.63023042678833,8589934592,0,5509791744,0
104,1709296737674,0,0,0,0,0,0,0,0,20.50393295288086,19.241580963134766,16.56463623046875,13.220754623413086,10.346431732177734,8.190296173095703,5.665879249572754,3.9125447273254395,6.63023042678833,8589934592,0,5509791744,0
104,1709296737779,0,0,0,0,0,0,0,0,20.5039119720459,19.24155044555664,16.564611434936523,13.220736503601074,10.346414566040039,8.19044303894043,5.6658711433410645,3.9125382900238037,6.63023042678833,8589934592,0,5509791744,0
